račun,naučenost,čas,count,score
6*4,0.00,0.00,0,400
6*5,0.00,0.00,0,400
6*6,0.00,0.00,0,400
6*7,0.00,0.00,0,400
6*8,0.00,0.00,0,400
6*9,0.00,0.00,0,400
6*10,0.00,0.00,0,400
7*1,0.00,0.00,0,400
7*2,0.00,0.00,0,400
7*3,0.00,0.00,0,400
7*4,0.00,0.00,0,400
7*5,0.00,0.00,0,400
7*6,0.00,0.00,0,400
7*7,0.00,0.00,0,400
7*8,0.00,0.00,0,400
7*9,0.00,0.00,0,400
7*10,0.00,0.00,0,400
8*1,0.00,0.00,0,400
8*2,0.00,0.00,0,400
8*3,0.00,0.00,0,400
8*4,0.00,0.00,0,400
8*5,0.00,0.00,0,400
8*6,0.00,0.00,0,400
8*7,0.00,0.00,0,400
8*8,0.00,0.00,0,400
8*9,0.00,0.00,0,400
8*10,0.00,0.00,0,400
9*1,0.00,0.00,0,400
9*2,0.00,0.00,0,400
9*3,0.00,0.00,0,400
9*4,0.00,0.00,0,400
9*5,0.00,0.00,0,400
9*6,0.00,0.00,0,400
9*7,0.00,0.00,0,400
9*8,0.00,0.00,0,400
9*9,0.00,0.00,0,400
9*10,0.00,0.00,0,400
10*1,4.24,5280.21,4,400
10*2,3.70,2651.06,4,400
10*3,3.73,1598.83,3,400
10*4,4.27,2522.71,4,400
10*5,3.50,1178.50,2,400
10*6,3.97,2821.70,4,400
10*7,4.37,1441.32,3,400
10*8,4.52,1691.10,3,400
10*9,3.76,1940.11,3,400
10*10,4.67,839.90,2,400
1:1,0.00,0.00,0,400
2:1,0.00,0.00,0,400
3:1,0.00,0.00,0,400
4:1,0.00,0.00,0,400
5:1,0.00,0.00,0,400
6:1,0.00,0.00,0,400
7:1,0.00,0.00,0,400
8:1,0.00,0.00,0,400
9:1,0.00,0.00,0,400
10:1,0.00,0.00,0,400
2:2,3.32,3503.38,5,400
4:2,4.15,7359.39,11,400
6:2,3.53,5629.71,4,400
8:2,3.74,5617.15,5,400
10:2,4.25,4713.48,5,400
12:2,3.42,3101.94,4,400
14:2,4.66,14101.11,6,400
16:2,3.33,10548.15,6,400
18:2,3.45,3483.58,4,400
20:2,3.35,4357.21,4,400
3:3,3.93,5086.44,4,400
6:3,3.03,8656.91,5,400
9:3,3.54,9492.97,5,400
12:3,4.29,6176.00,8,400
15:3,3.65,2648.12,4,400
18:3,4.01,8415.56,11,400
21:3,4.18,4322.43,5,400
24:3,3.52,2284.71,4,400
27:3,4.00,6956.35,5,400
30:3,4.41,2508.70,4,400
4:4,3.66,4612.90,4,400
8:4,3.95,3119.02,4,400
12:4,3.12,4814.01,6,400
16:4,3.92,9465.64,5,400
20:4,3.78,5327.95,5,400
24:4,4.00,2544.73,4,400
28:4,3.45,3370.52,4,400
32:4,3.50,4855.58,6,400
36:4,3.54,3781.45,4,400
40:4,3.48,3374.89,4,400
5:5,3.91,9763.96,5,400
10:5,3.45,4457.34,5,400
15:5,4.23,2316.50,4,400
20:5,4.11,6081.11,5,400
25:5,3.37,1901.89,3,400
30:5,3.28,6024.38,5,400
35:5,3.44,5239.69,5,400
40:5,3.41,7168.32,9,400
45:5,3.92,9907.50,6,400
50:5,4.34,2386.97,4,400
6:6,0.00,0.00,0,400
12:6,0.00,0.00,0,400
18:6,0.00,0.00,0,400
24:6,0.00,0.00,0,400
30:6,0.00,0.00,0,400
36:6,0.00,0.00,0,400
42:6,0.00,0.00,0,400
48:6,0.00,0.00,0,400
54:6,0.00,0.00,0,400
60:6,0.00,0.00,0,400
7:7,0.00,0.00,0,400
14:7,0.00,0.00,0,400
21:7,0.00,0.00,0,400
28:7,0.00,0.00,0,400
35:7,0.00,0.00,0,400
42:7,0.00,0.00,0,400
49:7,0.00,0.00,0,400
56:7,0.00,0.00,0,400
63:7,0.00,0.00,0,400
70:7,0.00,0.00,0,400
8:8,0.00,0.00,0,400
16:8,0.00,0.00,0,400
24:8,0.00,0.00,0,400
32:8,0.00,0.00,0,400
40:8,0.00,0.00,0,400
48:8,0.00,0.00,0,400
56:8,0.00,0.00,0,400
64:8,0.00,0.00,0,400
72:8,0.00,0.00,0,400
80:8,0.00,0.00,0,400
9:9,0.00,0.00,0,400
18:9,0.00,0.00,0,400
27:9,0.00,0.00,0,400
36:9,0.00,0.00,0,400
45:9,0.00,0.00,0,400
54:9,0.00,0.00,0,400
63:9,0.00,0.00,0,400
72:9,0.00,0.00,0,400
81:9,0.00,0.00,0,400
90:9,0.00,0.00,0,400
10:10,3.32,6891.21,4,400
20:10,3.41,3949.75,4,400
30:10,4.10,6931.70,5,400
40:10,3.87,3643.45,4,400
50:10,4.24,1543.36,3,400
60:10,3.68,1242.10,2,400
70:10,3.13,1363.50,2,400
80:10,4.88,2421.93,4,400
90:10,4.44,4265.57,5,400
100:10,3.42,3472.94,3,400
1*1,0.00,0.00,0,400
1*2,0.00,0.00,0,400
1*3,0.00,0.00,0,400
1*4,0.00,0.00,0,400
1*5,0.00,0.00,0,400
1*6,0.00,0.00,0,400
1*7,0.00,0.00,0,400
1*8,0.00,0.00,0,400
1*9,0.00,0.00,0,400
1*10,0.00,0.00,0,400
2*1,4.12,3971.44,4,400
2*2,4.61,2897.10,4,400
2*3,3.23,4069.99,4,400
2*4,3.68,7823.31,4,400
2*5,5.00,2134.00,4,400
2*6,3.96,3817.93,5,400
2*7,4.12,5866.90,6,400
2*8,3.89,3296.67,5,400
2*9,3.79,4679.65,4,400
2*10,3.98,1406.94,3,400
3*1,3.39,3555.65,4,400
3*2,3.49,3201.48,4,400
3*3,2.35,8223.89,11,400
3*4,2.87,5153.54,3,400
3*5,3.44,10873.54,6,400
3*6,3.40,5857.10,8,400
3*7,4.23,9035.98,5,400
3*8,3.44,6037.38,5,400
3*9,3.37,11200.84,6,400
3*10,3.46,2022.92,3,400
4*1,4.40,2667.26,4,400
4*2,4.61,2054.94,4,400
4*3,3.64,2637.64,3,400
4*4,4.02,1625.04,3,400
4*5,3.95,4295.23,5,400
4*6,3.66,5932.53,5,400
4*7,3.42,4001.56,6,400
4*8,3.10,7141.89,5,400
4*9,3.82,3433.20,5,400
4*10,4.75,1348.88,3,400
5*1,3.54,1741.37,3,400
5*2,3.15,2068.25,3,400
5*3,3.74,6067.68,6,400
5*4,3.50,3795.17,4,400
5*5,3.50,2968.23,4,400
5*6,3.88,6024.79,6,400
5*7,3.79,5341.93,6,400
5*8,3.92,2677.18,4,400
5*9,3.57,3008.15,4,400
5*10,3.38,1832.73,3,400
6*1,0.00,0.00,0,400
6*2,0.00,0.00,0,400
6*3,0.00,0.00,0,400
6*4,0.00,0.00,0,400
6*5,0.00,0.00,0,400
6*6,0.00,0.00,0,400
6*7,0.00,0.00,0,400
6*8,0.00,0.00,0,400
6*9,0.00,0.00,0,400
6*10,0.00,0.00,0,400
7*1,0.00,0.00,0,400
7*2,0.00,0.00,0,400
7*3,0.00,0.00,0,400
7*4,0.00,0.00,0,400
7*5,0.00,0.00,0,400
7*6,0.00,0.00,0,400
7*7,0.00,0.00,0,400
7*8,0.00,0.00,0,400
7*9,0.00,0.00,0,400
7*10,0.00,0.00,0,400
8*1,0.00,0.00,0,400
8*2,0.00,0.00,0,400
8*3,0.00,0.00,0,400
8*4,0.00,0.00,0,400
8*5,0.00,0.00,0,400
8*6,0.00,0.00,0,400
8*7,0.00,0.00,0,400
8*8,0.00,0.00,0,400
8*9,0.00,0.00,0,400
8*10,0.00,0.00,0,400
9*1,0.00,0.00,0,400
9*2,0.00,0.00,0,400
9*3,0.00,0.00,0,400
9*4,0.00,0.00,0,400
9*5,0.00,0.00,0,400
9*6,0.00,0.00,0,400
9*7,0.00,0.00,0,400
9*8,0.00,0.00,0,400
9*9,0.00,0.00,0,400
9*10,0.00,0.00,0,400
10*1,4.24,5280.21,4,400
10*2,3.69,2651.06,4,400
10*3,3.73,1598.83,3,400
10*4,4.27,2522.71,4,400
10*5,3.49,1178.50,2,400
10*6,3.97,2821.70,4,400
10*7,4.36,1441.32,3,400
10*8,4.51,1691.10,3,400
10*9,3.75,1940.11,3,400
10*10,4.67,839.90,2,400
1:1,0.00,0.00,0,400
2:1,0.00,0.00,0,400
3:1,0.00,0.00,0,400
4:1,0.00,0.00,0,400
5:1,0.00,0.00,0,400
6:1,0.00,0.00,0,400
7:1,0.00,0.00,0,400
8:1,0.00,0.00,0,400
9:1,0.00,0.00,0,400
10:1,0.00,0.00,0,400
2:2,4.10,3893.94,6,400
4:2,4.14,7359.39,11,400
6:2,3.52,5629.71,4,400
8:2,3.74,5617.15,5,400
10:2,4.24,4713.48,5,400
12:2,3.41,3101.94,4,400
14:2,4.66,14101.11,6,400
16:2,3.33,10548.15,6,400
18:2,3.44,3483.58,4,400
20:2,3.34,4357.21,4,400
3:3,3.93,5086.44,4,400
6:3,3.03,8656.91,5,400
9:3,3.53,9492.97,5,400
12:3,4.29,6176.00,8,400
15:3,3.65,2648.12,4,400
18:3,4.01,8415.56,11,400
21:3,4.17,4322.43,5,400
24:3,3.51,2284.71,4,400
27:3,3.99,6956.35,5,400
30:3,4.40,2508.70,4,400
4:4,3.66,4612.90,4,400
8:4,3.95,3119.02,4,400
12:4,3.11,4814.01,6,400
16:4,3.91,9465.64,5,400
20:4,3.78,5327.95,5,400
24:4,3.99,2544.73,4,400
28:4,3.45,3370.52,4,400
32:4,3.49,4855.58,6,400
36:4,3.54,3781.45,4,400
40:4,3.48,3374.89,4,400
5:5,3.90,9763.96,5,400
10:5,3.45,4457.34,5,400
15:5,4.23,2316.50,4,400
20:5,4.10,6081.11,5,400
25:5,3.36,1901.89,3,400
30:5,3.28,6024.38,5,400
35:5,3.43,5239.69,5,400
40:5,3.40,7168.32,9,400
45:5,3.92,9907.50,6,400
50:5,4.33,2386.97,4,400
6:6,0.00,0.00,0,400
12:6,0.00,0.00,0,400
18:6,0.00,0.00,0,400
24:6,0.00,0.00,0,400
30:6,0.00,0.00,0,400
36:6,0.00,0.00,0,400
42:6,0.00,0.00,0,400
48:6,0.00,0.00,0,400
54:6,0.00,0.00,0,400
60:6,0.00,0.00,0,400
7:7,0.00,0.00,0,400
14:7,0.00,0.00,0,400
21:7,0.00,0.00,0,400
28:7,0.00,0.00,0,400
35:7,0.00,0.00,0,400
42:7,0.00,0.00,0,400
49:7,0.00,0.00,0,400
56:7,0.00,0.00,0,400
63:7,0.00,0.00,0,400
70:7,0.00,0.00,0,400
8:8,0.00,0.00,0,400
16:8,0.00,0.00,0,400
24:8,0.00,0.00,0,400
32:8,0.00,0.00,0,400
40:8,0.00,0.00,0,400
48:8,0.00,0.00,0,400
56:8,0.00,0.00,0,400
64:8,0.00,0.00,0,400
72:8,0.00,0.00,0,400
80:8,0.00,0.00,0,400
9:9,0.00,0.00,0,400
18:9,0.00,0.00,0,400
27:9,0.00,0.00,0,400
36:9,0.00,0.00,0,400
45:9,0.00,0.00,0,400
54:9,0.00,0.00,0,400
63:9,0.00,0.00,0,400
72:9,0.00,0.00,0,400
81:9,0.00,0.00,0,400
90:9,0.00,0.00,0,400
10:10,3.31,6891.21,4,400
20:10,3.41,3949.75,4,400
30:10,4.09,6931.70,5,400
40:10,3.86,3643.45,4,400
50:10,4.23,1543.36,3,400
60:10,3.67,1242.10,2,400
70:10,3.12,1363.50,2,400
80:10,4.87,2421.93,4,400
90:10,4.43,4265.57,5,400
100:10,3.42,3472.94,3,400
1*1,0.00,0.00,0,500
1*2,0.00,0.00,0,500
1*3,0.00,0.00,0,500
1*4,0.00,0.00,0,500
1*5,0.00,0.00,0,500
1*6,0.00,0.00,0,500
1*7,0.00,0.00,0,500
1*8,0.00,0.00,0,500
1*9,0.00,0.00,0,500
1*10,0.00,0.00,0,500
2*1,4.22,3803.60,5,500
2*2,4.04,2897.10,4,500
2*3,4.70,4601.45,7,500
2*4,4.06,7440.18,5,500
2*5,4.43,2134.00,4,500
2*6,4.86,3619.03,6,500
2*7,5.22,5439.31,7,500
2*8,4.36,3236.60,6,500
2*9,4.22,4510.38,5,500
2*10,5.85,1359.65,4,500
3*1,4.88,3322.78,5,500
3*2,3.93,3182.03,5,500
3*3,5.01,7400.78,15,500
3*4,3.90,4804.19,4,500
3*5,4.95,10079.07,8,500
3*6,2.72,7759.32,14,500
3*7,4.68,8415.58,6,500
3*8,3.68,6837.20,7,500
3*9,3.59,10812.46,7,500
3*10,5.10,2430.54,5,500
4*1,5.95,2518.03,5,500
4*2,4.04,2054.94,4,500
4*3,4.07,2691.08,4,500
4*4,5.39,1595.94,4,500
4*5,4.46,4120.91,6,500
4*6,4.10,5633.58,6,500
4*7,3.66,4298.51,7,500
4*8,4.12,9541.75,10,500
4*9,4.25,3397.08,6,500
4*10,4.18,1348.88,3,500
5*1,2.97,1741.37,3,500
5*2,4.15,2032.03,4,500
5*3,4.22,5721.81,7,500
5*4,4.94,3542.35,5,500
5*5,4.31,2865.51,5,500
5*6,4.37,5681.71,7,500
5*7,4.08,5390.23,7,500
5*8,4.25,2911.96,5,500
5*9,4.78,3427.97,6,500
5*10,4.49,1807.66,4,500
6*1,0.00,0.00,0,500
6*2,0.00,0.00,0,500
6*3,0.00,0.00,0,500
6*4,0.00,0.00,0,500
6*5,0.00,0.00,0,500
6*6,0.00,0.00,0,500
6*7,0.00,0.00,0,500
6*8,0.00,0.00,0,500
6*9,0.00,0.00,0,500
6*10,0.00,0.00,0,500
7*1,0.00,0.00,0,500
7*2,0.00,0.00,0,500
7*3,0.00,0.00,0,500
7*4,0.00,0.00,0,500
7*5,0.00,0.00,0,500
7*6,0.00,0.00,0,500
7*7,0.00,0.00,0,500
7*8,0.00,0.00,0,500
7*9,0.00,0.00,0,500
7*10,0.00,0.00,0,500
8*1,0.00,0.00,0,500
8*2,0.00,0.00,0,500
8*3,0.00,0.00,0,500
8*4,0.00,0.00,0,500
8*5,0.00,0.00,0,500
8*6,0.00,0.00,0,500
8*7,0.00,0.00,0,500
8*8,0.00,0.00,0,500
8*9,0.00,0.00,0,500
8*10,0.00,0.00,0,500
9*1,0.00,0.00,0,500
9*2,0.00,0.00,0,500
9*3,0.00,0.00,0,500
9*4,0.00,0.00,0,500
9*5,0.00,0.00,0,500
9*6,0.00,0.00,0,500
9*7,0.00,0.00,0,500
9*8,0.00,0.00,0,500
9*9,0.00,0.00,0,500
9*10,0.00,0.00,0,500
10*1,3.67,5280.21,4,500
10*2,4.60,2566.95,5,500
10*3,5.23,1560.15,4,500
10*4,3.70,2522.71,4,500
10*5,4.18,1273.75,3,500
10*6,4.45,2804.13,5,500
10*7,4.57,2045.39,4,500
10*8,3.94,1691.10,3,500
10*9,4.48,1952.70,4,500
10*10,4.10,839.90,2,500
1:1,0.00,0.00,0,500
2:1,0.00,0.00,0,500
3:1,0.00,0.00,0,500
4:1,0.00,0.00,0,500
5:1,0.00,0.00,0,500
6:1,0.00,0.00,0,500
7:1,0.00,0.00,0,500
8:1,0.00,0.00,0,500
9:1,0.00,0.00,0,500
10:1,0.00,0.00,0,500
2:2,4.25,4374.24,7,500
4:2,4.39,7304.15,12,500
6:2,3.81,5652.84,5,500
8:2,3.95,5792.64,6,500
10:2,4.68,4546.13,6,500
12:2,3.89,3055.85,5,500
14:2,4.09,14101.11,6,500
16:2,4.57,9504.92,8,500
18:2,4.23,7058.42,8,500
20:2,4.79,4097.58,6,500
3:3,4.29,5016.30,5,500
6:3,3.82,8823.21,7,500
9:3,3.89,9000.47,6,500
12:3,3.72,6176.00,8,500
15:3,4.24,2615.51,5,500
18:3,2.44,8415.56,12,500
21:3,5.26,4050.19,6,500
24:3,3.86,5404.59,7,500
27:3,4.28,6862.61,6,500
30:3,3.83,2508.70,4,500
4:4,4.45,4348.91,5,500
8:4,4.11,3648.12,5,500
12:4,3.98,5588.06,8,500
16:4,4.30,8914.17,6,500
20:4,4.20,5130.36,6,500
24:4,4.45,5327.85,7,500
28:4,4.82,3481.42,6,500
32:4,4.30,5735.93,8,500
36:4,3.95,3752.40,5,500
40:4,4.32,3227.20,5,500
5:5,4.44,9032.36,6,500
10:5,3.84,4397.91,6,500
15:5,3.66,2316.50,4,500
20:5,4.66,5711.90,6,500
25:5,4.52,1865.10,4,500
30:5,3.84,5662.04,6,500
35:5,3.85,6797.70,7,500
40:5,3.67,7088.19,10,500
45:5,4.16,9604.85,7,500
50:5,3.76,2386.97,4,500
6:6,0.00,0.00,0,500
12:6,0.00,0.00,0,500
18:6,0.00,0.00,0,500
24:6,0.00,0.00,0,500
30:6,0.00,0.00,0,500
36:6,0.00,0.00,0,500
42:6,0.00,0.00,0,500
48:6,0.00,0.00,0,500
54:6,0.00,0.00,0,500
60:6,0.00,0.00,0,500
7:7,0.00,0.00,0,500
14:7,0.00,0.00,0,500
21:7,0.00,0.00,0,500
28:7,0.00,0.00,0,500
35:7,0.00,0.00,0,500
42:7,0.00,0.00,0,500
49:7,0.00,0.00,0,500
56:7,0.00,0.00,0,500
63:7,0.00,0.00,0,500
70:7,0.00,0.00,0,500
8:8,0.00,0.00,0,500
16:8,0.00,0.00,0,500
24:8,0.00,0.00,0,500
32:8,0.00,0.00,0,500
40:8,0.00,0.00,0,500
48:8,0.00,0.00,0,500
56:8,0.00,0.00,0,500
64:8,0.00,0.00,0,500
72:8,0.00,0.00,0,500
80:8,0.00,0.00,0,500
9:9,0.00,0.00,0,500
18:9,0.00,0.00,0,500
27:9,0.00,0.00,0,500
36:9,0.00,0.00,0,500
45:9,0.00,0.00,0,500
54:9,0.00,0.00,0,500
63:9,0.00,0.00,0,500
72:9,0.00,0.00,0,500
81:9,0.00,0.00,0,500
90:9,0.00,0.00,0,500
10:10,3.99,6416.79,5,500
20:10,4.18,3754.48,5,500
30:10,5.35,6381.63,6,500
40:10,5.10,3424.40,5,500
50:10,5.43,1538.62,4,500
60:10,4.05,1528.69,3,500
70:10,4.04,1406.55,3,500
80:10,4.30,2421.93,4,500
90:10,3.87,4265.57,5,500
100:10,3.96,3368.55,4,500
1*1,0.00,0.00,0,500
1*2,0.00,0.00,0,500
1*3,0.00,0.00,0,500
1*4,0.00,0.00,0,500
1*5,0.00,0.00,0,500
1*6,0.00,0.00,0,500
1*7,0.00,0.00,0,500
1*8,0.00,0.00,0,500
1*9,0.00,0.00,0,500
1*10,0.00,0.00,0,500
2*1,4.22,3803.60,5,500
2*2,4.04,2897.10,4,500
2*3,4.70,4601.45,7,500
2*4,4.06,7440.18,5,500
2*5,4.43,2134.00,4,500
2*6,4.86,3619.03,6,500
2*7,5.22,5439.31,7,500
2*8,4.36,3236.60,6,500
2*9,4.22,4510.38,5,500
2*10,5.85,1359.65,4,500
3*1,4.88,3322.78,5,500
3*2,3.93,3182.03,5,500
3*3,5.01,7400.78,15,500
3*4,3.90,4804.19,4,500
3*5,4.95,10079.07,8,500
3*6,2.72,7759.32,14,500
3*7,4.68,8415.58,6,500
3*8,3.68,6837.20,7,500
3*9,3.59,10812.46,7,500
3*10,5.10,2430.54,5,500
4*1,5.95,2518.03,5,500
4*2,4.04,2054.94,4,500
4*3,4.07,2691.08,4,500
4*4,5.39,1595.94,4,500
4*5,4.45,4120.91,6,500
4*6,4.10,5633.58,6,500
4*7,3.65,4298.51,7,500
4*8,4.12,9541.75,10,500
4*9,4.25,3397.08,6,500
4*10,4.18,1348.88,3,500
5*1,2.97,1741.37,3,500
5*2,4.15,2032.03,4,500
5*3,4.22,5721.81,7,500
5*4,4.94,3542.35,5,500
5*5,4.31,2865.51,5,500
5*6,4.37,5681.71,7,500
5*7,4.08,5390.23,7,500
5*8,4.25,2911.96,5,500
5*9,4.78,3427.97,6,500
5*10,4.49,1807.66,4,500
6*1,0.00,0.00,0,500
6*2,0.00,0.00,0,500
6*3,0.00,0.00,0,500
6*4,0.00,0.00,0,500
6*5,0.00,0.00,0,500
6*6,0.00,0.00,0,500
6*7,0.00,0.00,0,500
6*8,0.00,0.00,0,500
6*9,0.00,0.00,0,500
6*10,0.00,0.00,0,500
7*1,0.00,0.00,0,500
7*2,0.00,0.00,0,500
7*3,0.00,0.00,0,500
7*4,0.00,0.00,0,500
7*5,0.00,0.00,0,500
7*6,0.00,0.00,0,500
7*7,0.00,0.00,0,500
7*8,0.00,0.00,0,500
7*9,0.00,0.00,0,500
7*10,0.00,0.00,0,500
8*1,0.00,0.00,0,500
8*2,0.00,0.00,0,500
8*3,0.00,0.00,0,500
8*4,0.00,0.00,0,500
8*5,0.00,0.00,0,500
8*6,0.00,0.00,0,500
8*7,0.00,0.00,0,500
8*8,0.00,0.00,0,500
8*9,0.00,0.00,0,500
8*10,0.00,0.00,0,500
9*1,0.00,0.00,0,500
9*2,0.00,0.00,0,500
9*3,0.00,0.00,0,500
9*4,0.00,0.00,0,500
9*5,0.00,0.00,0,500
9*6,0.00,0.00,0,500
9*7,0.00,0.00,0,500
9*8,0.00,0.00,0,500
9*9,0.00,0.00,0,500
9*10,0.00,0.00,0,500
10*1,3.67,5280.21,4,500
10*2,4.60,2566.95,5,500
10*3,5.23,1560.15,4,500
10*4,3.70,2522.71,4,500
10*5,4.18,1273.75,3,500
10*6,4.45,2804.13,5,500
10*7,4.57,2045.39,4,500
10*8,3.94,1691.10,3,500
10*9,4.48,1952.70,4,500
10*10,4.10,839.90,2,500
1:1,0.00,0.00,0,500
2:1,0.00,0.00,0,500
3:1,0.00,0.00,0,500
4:1,0.00,0.00,0,500
5:1,0.00,0.00,0,500
6:1,0.00,0.00,0,500
7:1,0.00,0.00,0,500
8:1,0.00,0.00,0,500
9:1,0.00,0.00,0,500
10:1,0.00,0.00,0,500
2:2,4.25,4374.24,7,500
4:2,4.39,7304.15,12,500
6:2,3.81,5652.84,5,500
8:2,3.95,5792.64,6,500
10:2,4.68,4546.13,6,500
12:2,3.89,3055.85,5,500
14:2,4.09,14101.11,6,500
16:2,4.57,9504.92,8,500
18:2,4.23,7058.42,8,500
20:2,4.79,4097.58,6,500
3:3,4.29,5016.30,5,500
6:3,3.82,8823.21,7,500
9:3,3.89,9000.47,6,500
12:3,3.72,6176.00,8,500
15:3,4.24,2615.51,5,500
18:3,2.44,8415.56,12,500
21:3,5.26,4050.19,6,500
24:3,3.36,5404.59,7,500
27:3,4.28,6862.61,6,500
30:3,3.83,2508.70,4,500
4:4,4.44,4348.91,5,500
8:4,4.11,3648.12,5,500
12:4,3.98,5588.06,8,500
16:4,4.30,8914.17,6,500
20:4,4.19,5130.36,6,500
24:4,4.45,5327.85,7,500
28:4,4.81,3481.42,6,500
32:4,4.30,5735.93,8,500
36:4,3.95,3752.40,5,500
40:4,4.32,3227.20,5,500
5:5,4.44,9032.36,6,500
10:5,3.84,4397.91,6,500
15:5,3.66,2316.50,4,500
20:5,4.66,5711.90,6,500
25:5,4.52,1865.10,4,500
30:5,3.83,5662.04,6,500
35:5,4.07,7975.93,8,500
40:5,3.67,7088.19,10,500
45:5,4.16,9604.85,7,500
50:5,3.76,2386.97,4,500
6:6,0.00,0.00,0,500
12:6,0.00,0.00,0,500
18:6,0.00,0.00,0,500
24:6,0.00,0.00,0,500
30:6,0.00,0.00,0,500
36:6,0.00,0.00,0,500
42:6,0.00,0.00,0,500
48:6,0.00,0.00,0,500
54:6,0.00,0.00,0,500
60:6,0.00,0.00,0,500
7:7,0.00,0.00,0,500
14:7,0.00,0.00,0,500
21:7,0.00,0.00,0,500
28:7,0.00,0.00,0,500
35:7,0.00,0.00,0,500
42:7,0.00,0.00,0,500
49:7,0.00,0.00,0,500
56:7,0.00,0.00,0,500
63:7,0.00,0.00,0,500
70:7,0.00,0.00,0,500
8:8,0.00,0.00,0,500
16:8,0.00,0.00,0,500
24:8,0.00,0.00,0,500
32:8,0.00,0.00,0,500
40:8,0.00,0.00,0,500
48:8,0.00,0.00,0,500
56:8,0.00,0.00,0,500
64:8,0.00,0.00,0,500
72:8,0.00,0.00,0,500
80:8,0.00,0.00,0,500
9:9,0.00,0.00,0,500
18:9,0.00,0.00,0,500
27:9,0.00,0.00,0,500
36:9,0.00,0.00,0,500
45:9,0.00,0.00,0,500
54:9,0.00,0.00,0,500
63:9,0.00,0.00,0,500
72:9,0.00,0.00,0,500
81:9,0.00,0.00,0,500
90:9,0.00,0.00,0,500
10:10,3.99,6416.79,5,500
20:10,4.18,3754.48,5,500
30:10,5.35,6381.63,6,500
40:10,5.10,3424.40,5,500
50:10,5.42,1538.62,4,500
60:10,4.05,1528.69,3,500
70:10,4.04,1406.55,3,500
80:10,4.30,2421.93,4,500
90:10,3.86,4265.57,5,500
100:10,3.96,3368.55,4,500
1*1,0.00,0.00,0,600
1*2,0.00,0.00,0,600
1*3,0.00,0.00,0,600
1*4,0.00,0.00,0,600
1*5,0.00,0.00,0,600
1*6,0.00,0.00,0,600
1*7,0.00,0.00,0,600
1*8,0.00,0.00,0,600
1*9,0.00,0.00,0,600
1*10,0.00,0.00,0,600
2*1,5.50,3563.04,6,600
2*2,4.81,2804.19,5,600
2*3,5.16,4406.71,8,600
2*4,4.70,8176.83,7,600
2*5,5.23,2114.80,5,600
2*6,5.25,3612.23,7,600
2*7,4.64,5439.31,7,600
2*8,4.61,3562.34,7,600
2*9,5.05,4248.75,6,600
2*10,5.26,1359.65,4,600
3*1,6.40,3108.81,6,600
3*2,4.61,3075.83,6,600
3*3,4.43,7400.78,15,600
3*4,5.25,4608.71,6,600
3*5,4.37,10079.07,8,600
3*6,3.06,8823.86,16,600
3*7,5.21,8114.02,8,600
3*8,5.30,6225.05,9,600
3*9,4.87,9870.41,8,600
3*10,4.52,2430.54,5,600
4*1,5.37,2518.03,5,600
4*2,4.88,2037.14,5,600
4*3,4.45,2797.97,5,600
4*4,4.80,1595.94,4,600
4*5,5.13,3922.32,7,600
4*6,4.30,5800.52,7,600
4*7,4.22,4103.56,8,600
4*8,4.35,9270.68,11,600
4*9,4.88,3278.77,7,600
4*10,4.93,1415.09,4,600
5*1,4.85,1840.02,5,600
5*2,5.18,1993.72,5,600
5*3,5.40,5299.33,8,600
5*4,4.36,3542.35,5,600
5*5,5.57,2720.36,6,600
5*6,4.93,5347.84,8,600
5*7,4.48,6830.72,9,600
5*8,4.53,3204.06,6,600
5*9,4.20,3427.97,6,600
5*10,4.82,2106.09,5,600
6*1,0.00,0.00,0,600
6*2,0.00,0.00,0,600
6*3,0.00,0.00,0,600
6*4,0.00,0.00,0,600
6*5,0.00,0.00,0,600
6*6,0.00,0.00,0,600
6*7,0.00,0.00,0,600
6*8,0.00,0.00,0,600
6*9,0.00,0.00,0,600
6*10,0.00,0.00,0,600
7*1,0.00,0.00,0,600
7*2,0.00,0.00,0,600
7*3,0.00,0.00,0,600
7*4,0.00,0.00,0,600
7*5,0.00,0.00,0,600
7*6,0.00,0.00,0,600
7*7,0.00,0.00,0,600
7*8,0.00,0.00,0,600
7*9,0.00,0.00,0,600
7*10,0.00,0.00,0,600
8*1,0.00,0.00,0,600
8*2,0.00,0.00,0,600
8*3,0.00,0.00,0,600
8*4,0.00,0.00,0,600
8*5,0.00,0.00,0,600
8*6,0.00,0.00,0,600
8*7,0.00,0.00,0,600
8*8,0.00,0.00,0,600
8*9,0.00,0.00,0,600
8*10,0.00,0.00,0,600
9*1,0.00,0.00,0,600
9*2,0.00,0.00,0,600
9*3,0.00,0.00,0,600
9*4,0.00,0.00,0,600
9*5,0.00,0.00,0,600
9*6,0.00,0.00,0,600
9*7,0.00,0.00,0,600
9*8,0.00,0.00,0,600
9*9,0.00,0.00,0,600
9*10,0.00,0.00,0,600
10*1,5.58,4991.05,6,600
10*2,6.48,2401.96,6,600
10*3,4.65,1560.15,4,600
10*4,5.02,2406.24,5,600
10*5,4.58,1493.28,4,600
10*6,5.88,2650.21,6,600
10*7,6.65,1918.55,5,600
10*8,4.37,1804.49,4,600
10*9,5.92,1883.43,5,600
10*10,5.73,866.11,3,600
1:1,0.00,0.00,0,600
